item_ID	name	description	name_ES	description_ES	name_RU	desc_RU	name_PT	desc_PT	name_DE	desc_DE	name_PL	desc_PL	name_CZ	desc_CZ	name_TR	desc_TR	name_IT	desc_IT
3027	Ring of Mentalism	Inscription says 'the standard trinket of the journeyman wizard'	Anillo de Mentalismo	La inscripción dice: 'el anillo favorito del mago viajero'	Кольцо Разума	"Инструкция гласит ""обычное снаряжение путешествующего мага"""	Anel de Mentalismo	Inscrições dizem 'o adorno padrão do mago'	Ring des Mentalismus	"Die Inschrift besagt: ""Das Standardaccessoire des Zaubergesellen""."	Pierścień mentalizmu	"Napis głosi: ""Standardowe wyposażenie wędrownego czarodzieja""."	Prsten Mentalismu	"Nápis říká ""standartní šperk nádeníka-kouzelníka""."	Zihin Zili	Yazıt, 'kalfalık sihirbazının standart kıyafeti'	Anello della mentalismo	"L'iscrizione dice: ""L'anello preferito dal mago viaggiatore"""
3028	The Abbot's Ring	Maybe a dark gift from the Abbot's infernal allies...	Anillo del Abad	Quizá un oscuro presente de sus aliados infernales...	Кольцо Аббата	Возможно, тёмный дар потусторонних помощников Аббата...	Anel do Abade	Talvez um presente maligno dos aliados infernais do Abade...	Ring des Abts	Möglicherweise ein finsteres Geschenk der höllischen Verbündeten des Abts...	Pierscień Opata	Może to mroczny podarek od piekielnych wspólników Opata...	Opatův Prsten	Možná temný dárek od opatových pekelných spojenců...	Abbot'un Yüzüğü	Abbot'un infernal müttefiklerinden belki de karanlık bir hediye ...	Anello dell'Abate	Probabilmente un regalo dagli alleati infernali dell'Abate
3200	Gauntlets of the Forge	Wearing this, you could scratch the back of a fire elemental.	Guantes de la Forja	Con ellos puestos, podrías rascarle la espalda a un elemental de fuego.	Калёные наручи	Наденете это - и сможете почесать спинку огненному элементалю.	Manoplas da Forja	Vestindo isso, você pode coçar as costas de um elemental de fogo.	Handschuhe der Schmiede	Wenn du sie trägst, könntest du einem Feuerelementar den Rücken kraulen.	Rękawice kuźni	Możesz podrapać po plecach żywiołaka ognia.	Rukavice Výhně	Nést tohle a můžeš škrábat záda ohnivého elementála.	Dövüş Madalyası	Bunu takiben, yangın temelinin arkasını çizebilirsin.	Guanti della forgia	Indossandoli, potresti grattare la schiena di un elementare del fuoco.
3201	Gloves of Luck	There's no better luck than being always ready.	Guantes de la Suerte	No hay mejor suerte que estar preparado...	Перчатки Удачи	Нет большей удачи, чем всегда быть наготове.	Luvas da Sorte	Não tem sorte maior do que estar sempre preparado.	Handschuhe des Glücks	Es gibt kein größeres Glück, als stets bereit zu sein.	Rękawice szczęścia	Trzeba zawsze być gotowym.	Rukavice Štěstí	Není většího štěstí než být vždy připraven.	Şans Eldivenleri	Her zaman hazır olmaktan daha iyi bir şans yok.	Guanti della fortuna	Non c'è miglior fortuna dell'essere preparati.
3202	Laboratory Gloves	Made to touch safely the things that shouldn't be touched.	Guantes de Laboratorio	Para poder tocar cosas que no deben tocarse	Лабораторные перчатки	Можно трогать то, что трогать не стоит.	Luvas de Laboratório	Feita para tocar com segurança coisas que não deveriam ser tocadas.	Laborhandschuhe	Gemacht, um diejenigen Dinge sicher anfassen zu können, die man besser nicht anfassen sollte.	Rękawice laboratoryjne	Stworzone, aby bezpiecznie dotykać rzeczy, których nie powinno się dotykać.	Laboratorní Rukavice	Vyrobeno k dotýkání se věcí, na něž by němělo být saháno.	Laboratuvar eldivenleri	Dokunulmaması gereken şeylere güvenle dokunmak için yapılmıştır.	Guanti di laboratorio	Realizzati per maneggiare in sicurezza quello che non deve essere toccato.
3203	Ruined Gauntlets of Might	Once, they were mighty enchanted armor, but now they're half-rotten.	Guantes de Fuerza deteriorados	Fueron encantados hace mucho tiempo, pero ahora están medio podridos.	Повреждённые наручи Силы	Когда-то это была мощная зачарованная броня, но теперь они наполовину сгнили.	Manoplas Arruínadas do Poder	Um dia, foram uma poderosa armadura encantada, mas agora estão meio podres.	Zerfledderte Handschuhe der Macht	Einst Teil einer mächtigen verzauberten Rüstung, sind sie nun halb verrottet.	Zniszczone rękawice	Kiedyś stanowiły potężną ochronę, teraz są na wpół przegnite.	Zničené Rukavice Moci	Jednou mocná očarovaná zbroj, nyní z půlky shnilá.	Ruined Gauntlets of Might	Bir zamanlar, güçlü büyülü zırhlardı, ama şimdi yarı çürükler.	Guanti della forta deteriorari	Una volta erano un'ottima armatura incancata, ma ora sono rovinati.
3204	Essence Gloves	Smooth blue velvet, but enchantments make it hard as iron.	Guantes de Esencia	Suave terciopelo azul, pero los encantamientos lo hacen duro como el acero	Перчатки Сущности	Мягкий синий бархат, но чары сделали его твёрдым, как железо.	Luvas da Essência	Suave como veludo azul, mas encantamentos o tornam tão duro quanto ferro.	Handschuhe der Essenz	Weicher blauer Samt, aber durch Verzauberung hart wie Eisen.	Rękawice esencji	Z gładkiego, błękitnego aksamitu, dzięki urokom twarde jak żelazo.	Rukavice Esence	Jemný modrý samet, kouzla ho však učinila tvrdý jako železo.	Eldiven eldivenleri	Pürüzsüz mavi kadife, ancak büyüler demiri zorlaştırıyor.	Guanti dell'essenza	Velluto Blu liscio, ma gli incantesimi l'hanno reso duro come il ferro.
3205	Gloves of the Explorer	The leather isn't worn, despite being centuries old.	Guantes del Explorador	No se han estropeado, pese a tener siglos.	Перчатки Исследователя	Кожа не поизносилась, несмотря на многовековую историю.	Luvas do Explorador	O couro não está gasto, apesar de ter séculos de idade.	Handschuhe des Entdeckers	Obwohl Jahrhunderte alt, ist das Leder kaum abgenutzt.	Rękawice badacza	Pomimo wieku, skóra nie jest zniszczona	Rukavice Objevitele	Kůže není obnošená, přestože je staletí stará.	Explorer'ın Eldivenleri	Yüzlerce yaşına rağmen deri giyilmez.	Guanti dell'esploratore	La pelle non è rovinata, nonostante siano secolari.
3206	Gauntlets of Might	Saint Admus' Gauntlets.	Guantes de Fuerza	Los guantes de San Admus.	Наручи Силы	Наручи Святого Адмуса.	Manoplas do Poder	Manoplas de São Admus.	Handschuhe der Macht	Die Handschuhe von Sankt Admus.	Rekawice siły	Rękawice Świętego Admusa	Rukavice Moci	Rukavice sv. Admuse.	Hafifletici Silahlar	Aziz Admus'un eldivenleri.	Guanti della potenza	I guanti di Sant'Admus
3500	Fur Cloak	Caveman fashion. But nice to have in a blizzard!	Capa de Pieles	Moda cavernícola. Pero ¡muy útil en una ventisca!	Шерстяной плащ	Стиль пещерного человека. Хотя в метель самое то!	Capa de Pele	Moda dos homens das cavernas. Mas ótimo para ter em uma nevasca!	Fellumhang	Im Stile eines Höhlenmenschen. Aber jederzeit in einem Schneesturm willkommen.	Futrzany płaszcz	Moda jaskiniowa. Przydatny w czasie zamieci.	Kožený Plášť	Styl jeskynních mužů. Dobré mít ve vánici!	Kürk manto	Mağara adamı modası.Ama bir blizzard var güzel!	Mantello di pelliccia	Moda cavernicola. Però simpatico averlo in una bufera di neve!
3501	Cloak of the Wolf	Beautifully tailored, and imbued with some magic. Come, winter!	Capa de piel de Lobo	Hermosamente cosida, y posiblemente encantada. ¡Que venga el invierno!	Волчья накидка	Красиво пошитая и снаряженная магией. Приходи, зима!	Capa do Lobo	Lindamente costurado, imbuído de alguma magia. Venha, inverno!	Umhang des Wolfs	Wunderbar geschneidert und mit Magie getränkt. Jetzt kann der Winter kommen!	Płaszcz wilka	Pięknie uszyty, lekko magiczny. Zimo, przybywaj!	Plášť Vlka	Nádherně ušité s nádechem magie. Přijď, zimo!	Kurt pelerin	Güzelce uyarlanmış ve bir sihirle süslenmiş. Gel kış!	Mantello del lupo	Bellissima, su misura e imbevuta di magia. Vieni, inverno!
3502	Cloak of Survival	Weird thing made of oily gray scales. Yuck!	Capa de Supervivencia	Cosa rara hecha de escamas grises y aceitosas... Puajj.	Плащ Выживания	Странная штука, сделанная из склизкой серой чешуи. Фу!	Capa da Sobrevivência	Coisa estranha feita de escamas oleosas. Eca!	Umhang des Überlebens	Bizarres Teil aus öligen grauen Schuppen. Scheußlich!	Płaszcz przetrwania.	Dziwna rzecz zrobiona z szarych, oleistych łusek. Ble!	Plášť Přežití	Divná věc vyrobená z olejnatých šedých šupin. Fuj!	Hayatta kalma papağanı	Yağlı gri tonlarında yapılan garip şey. Yuck!	Mantello di sopravvivenza	Strana cosa oleosa fatta di scaglie grigie. Bleah!
3503	Nivarian Cloak	Covered in silvery holy symbols.	Capa de Nivarian	Cubierta de símbolos plateados.	Ниварианская накидка	Покрыта сияющими святыми знаками.	Capa Nivariana	Coberto em símbolos sagrados prateados.	Nivarianischer Umhang	Mit silbrigen heiligen Symbolen überzogen.	Nivariański płaszcz	Potkryty Srebrnymi, świętymi symbolami.	Nivarijský Plášť	Překryto stříbrnými svatými symboly.	Nivarkalı Pelerin	Gümüş kutsal sembollerle çevrili.	Mantello Nivariano	Coperta di simboli sacri in argento.
3504	Spectral Cloak	Oddly translucent. Good magic protection, but not good for hiding.	Capa Espectral	Extráñamente transparente. Buena protección, pero no muy buena para esconderse.	Призрачный Плащ	Странно просвечивает. Хорошая магическая защита, но прятаться не слишком удобно.	Capa Espectral	Estranhamente transparente. Boa proteção mágica, mas ruim de se esconder.	Spektralumhang	Seltsam durchscheinend. Guter magischer Schutz, aber nichts, um sich zu verstecken.	Widmowy płaszcz	Dziwnie półprzezroczysty. Dobrze chroni przed magią, ale raczej się w nim nie ukryjesz.	Spektrální Plášť	Divně průsvitný. Dobrá ochrana před kouzly, ale není dobrá pro skrývání.	Spektral Pelerin	Şaşkın saydam İyi sihirli koruma, fakat saklanmak için iyi değil.	Mantello Spettrale	Estremamente trasparente, Buona protezione alla magia, ma non buono per nascondersi.
3505	Iron Will Mantle	Legends say these were worn by the Emperor's Golden Guard	Manto de Voluntad de Hierro	Las leyendas dicen que eran usadas por la Guardia Dorada del Emperador.	Плащ Железной Воли	Легенды гласят, что его носила Императорская Золотая Гвардия.	Manto da Vontade de Ferro	Lendas dizem que eram usados pela Guarda Dourada do Imperador.	Mantel des eisernen Willens	Den Legenden nach wurden solche Mäntel von der Goldenen Garde des Kaisers getragen.	Płaszcz żelaznej woli	Według legend takie płaszcze nosiła Złota Straż Cesarza.	Plášť Železné Vůle	Legendy praví, že tyto byly nošeny Císařovou Zlatou Stráží.	Demir Will Mantle	Efsaneler, bunların İmparator'un Altın Koruyucu tarafından giyildiğini söylüyorlar	Mantello della Volontà	La leggenda dice che fosse indossato dalla Guardia Dorata dell'Imperatore
3506	Primeval Mantle	White fur from a magical elder beast. Come, winter!	Capa de los Primeros Tiempos	Hecha de la piel de un oso anciano ¡Que venga el invierno!	Мантия Патриарха	Белая шерсть волшебного старого зверя. Приходи, зима!	Manto Primitivo	Pele branca de uma fera mágica e antiga. Venha, inverno!	Urzeitlicher Mantel	Weißer Pelz von einem alten magischen Tier. Jetzt kann der Winter kommen!	Prastary płaszcz	Białe futro z magicznej bestii. Zimo, przybywaj!	Pravěký Plášť	Bílá kůže z magických starších bestií. Přijď, zimo!	İlkel Kürk	Büyülü bir yaşlı canavarın beyaz kürkü.Gel, kış!	Mantello Antico	La pelliccia bianca di un animale magico. Vieni, inverno!
3507	Vorator Hide Mantle	Made of the elastic stomach of the hungry rock-eaters	Capa de Supervivencia	Cosa rara hecha de escamas grises y aceitosas... Puajj.	Мантия из Воратора	Сшито из эластичной кожи голодных камнежоров.	Manto da Pele de Vorator	Feito do estomâgo elástico de um faminto comedor-de-pedras.	Mantel aus Voratorhaut	Aus dem elastischen Magen der hungrigen Steinfresser hergestellt.	Płasz ze skóry voratora	Zrobiony z elastycznego żołądka głodnego skałożercy.	Plášť z Kůže Voratora	Vyrobeno z elastického břicha hladových kameno-žroutů.	Vorator Gizle Mantle	Aç kayaçların elastik karnından yapılmış	Mantello di pelle di Vorator	Fatto con il ventre elastico dei mangiatori di pietra
4000	Blessed Necklace	Engraved with a symbol of The Three, it hums with protective magic.	Amuleto bendecido	Grabado con el símbolo de Los Tres, vibra por la magia de protección.	Освящённое ожерелье	Гравировано символом Трёх, гудит от защитной магии.	Amuleto Abençoado	Gravado com o símbolo de Os Três, vibra com magia protetora.	Gesegnete Halskette	Mit Symbolen der Drei versehen, brummt sie vor schützender Magie.	Błogosławiony naszyjnik	Pokryty symbolami Trójcy, zawiera magię ochronną.	Požehnaný Náhrdelník	Vyryté symboly sv. Trojice, vrní ochranou magií.	Kutsanmış Kolye	The Three sembolüyle oyulmuş, koruyucu sihir ile titreşiyor.	Collana Benedetta	Istoriata con i simboli dei Tre, freme di magia protettiva
4001	Amulet of the Forest	A Varannari charm. Looks a bit hippie but hey, it's magical.	Amuleto del Bosque	Hecho por los Varannari. Parece un poco hippie, pero en fin, es mágico.	Амулет Леса	Вараннарское очарование. Выглядит чуточку хипповато, но, эй, оно волшебное!	Amuleto da Floresta	Um encanto Varannari. Parece meio hippie, mas ei, é mágico!	Amulett des Waldes	Ein Varannari-Amulett. Sieht etwas hippiemäßig aus, aber was soll's, es ist magisch.	Amulet lasu	Amulet Varannari. Wygląda troche hippisowsko, no ale jest magiczny.	Amulet Lesa	Varannarský talisman. Vypadá trochu hippie, ale hej, je přece kouzelný!	Ormanın Tılsımı	Varannari cazibesi.Biraz hippi görünüyor ama hey, büyülü.	Amuleto della foresta	Un gioiello Varannari. Sembra piuttosto hippie ma hey, è magico
4002	Arcane Pendant	This bright amulet shows the emblem of the Imperial wizards.	Medallón Arcano	Lleva el símbolo de los Magos Imperiales	Тайный Кулон	Этот яркий амулет несёт на себе эмблему Имперских магов.	Pingente Arcano	Esse amuleto brilhante mostra o emblema dos magos Imperiais.	Arkaner Anhänger	Das leuchtende Amulett zeigt das Wappen der imperialen Magier.	Tajemny wisiorek	Jasny amulet z symbolem imperialnych czarodziejów.	Arkánský Medailón	Zářivý amulet s emblémem Imperiálních kouzelníků.	Ateşli Kolye	Bu parlak armatür, İmparatorluk sihirbazlarının amblemini gösterir.	Pendente Magico	Questo amuleto splendente mostra l'emblema dei Maghi Imperiali
4003	Amulet of Wilderness	Looks like a crude copper chain, but tingles with wild Varannari magic.	Collar de los Bosques	Parece una sencilla cadena de cobre, pero se siente su magia salvaje.	Амулет Диких	Выглядит, как грубая медная цепочка, но звенит от дикой магии Вараннари.	Amuleto da Selva	Parece uma corrente de bronze simples, mas treme com magia selvagem Varannari.	Amulett der Wildnis	Sieht wie eine grobschlächtige Kupferkette aus, funkelt aber vor wilder Varannari-Magie.	Amulet pustkowia	Wygląda jak toporny miedziany łańcuch, ale czuć w nim dziką magię Varannari.	Amulet Divočiny	Vypadá trochu jako surový měděný řetěz, brní však divokou Varannarskou magií.	Vahşi Doğa Tılsımları	Bakır bir bakır zincirine benziyor, ancak vahşi Varannari sihirleriyle karıştırıyor.	Amuleto delle zone selvaggie	Sembre un pezzo di rame grezzo, ma luccica di magia Varannari
4004	Necklace of Charm	A solid gold chain that irradiates a mystical aura.	Colgante de Encanto	Cadena de oro sólido que emana un aura mística	Ожерелье Очарования	Солидная золотая цепь излучает мистическую ауру.	Colar de Encanto	Uma corrente sólida de ouro que irradia uma aura mística.	Zauberhalskette	Eine stabile Goldkette, die eine mystische Aura ausstrahlt.	Naszyjnik uroku	Solidny złoty łańcuch, promieniujący mistyczną aurą.	Náhrdelník Šarmu	Náhrdelník z pevného zlata vyzařuje mystickou auru.	Çekicilik yaka	Mistik bir auraya ışıyan katı bir altın zincir.	Collana dell'Incantesimo	Una collana di oro massiccio che irraggia un'aura mistica
4005	Half-Moon Medallion	This is definitely of Tolassian manufacture.	Medallón de Media Luna	Claramente creado por los Tolassians	Медальон Полумесяца	Это точно Толассианская работа.	Medalhão Meia Lua	Isso certamente foi feito pelos Tolassianos.	Medaillon des Halbmonds	Definitiv tolassianische Handwerkskunst.	Amulet pierwszej kwadry	Zdecydowanie tollasiańska robota.	Poloměsíčitý Medailón	To je zcela určitě Tolassianského původu.	Yarım madalyon madalyon	Bu kesinlikle Tolas imalatı içindir.	Medaglione della Mezza Luna	Sicuramente di fattura Tolassiana
4006	Holy Symbol of the Three	Splattered with dried blood, this thing no doubt has some story.	Símbolo Sagrado de Los Tres	Manchado de sangre... Sin duda este colgante ha tenido historia.	Святой Знак Трёх	Засохшие брызги крови. У этой штуки точно есть история.	Símbolo Sagrado de Os Três	Manchado com sangue seco, essa coisa sem dúvida tem história.	Heiliges Symbol der Drei	Mit getrockneten Blutspritzern überzogen. Dieses Teil hat ohne Zweifel eine lange Geschichte hinter sich.	Święty symbol Trójcy	Opryskany wyschniętą krwią, niewątpliwie ma swoją historię.	Svatý Symbol Trojice	Potřísněna zaschlou krví, tato věc má bez pochyby nějakou historii.	Üçlü Kutsal Sembol	Kurutulmuş kanla saçılmış, şüphesiz bu hikayenin bir kısmı var.	Simbolo sacro dei Tre	Macchiato di sangue rappreso, avrebbe molto da raccontare
4007	Amulet of the Eyes	Crafted by the infamous Witches of Orogg	Amuleto de los Ojos	Creado por las infames Brujas de Orogg	Амулет Глаз	Создано печально известными Ороггскими Ведьмами	Amulet dos Olhos	Feito pelas infames Bruxas de Orogg	Amulett der Augen	Hergestellt von den berüchtigten Hexen von Orogg.	Amulet oczu	Zrobiony przez nikczemne czarownice z Orogg	Amulet Očí	Vyrobeno nechvalně proslulou Čarodejnicí z Orogg.	Gözlerin Amuleti	Orogg'un rezil cadıları tarafından hazırlandı.	Amuleto dell'Occhio	Forgiato dalle infami Streghe di Orogg
4008	Bloodied Scarf	No doubt, potent Imperial magic still lingers in this otherwise repulsive thing.	Bufanda Ensangrentada	No hay duda de que en este repugnante objeto aun perdura magia Imperial muy potente.	Кровавый Шарф	Если бы не Имперская магия, не стоило бы брать это в руки.	Cachecol Ensanguentado	Sem dúvida, potente magia Imperial ainda permanece nessa coisa repulsiva.	Blutiges Halstuch	Kein Zweifel, in diesem ansonsten abstoßenden Teil schlummert immer noch starke imperiale Magie.	Zakrwawiony szal	Niewątpliwie ten, skądinąd odrażający przedmiot, wciąż zawiera potężną imerialną magię.	Zakrvácený Šátek	Bez pochyb, silná Imperiální magie stále přebývá v této jinak odporné věci.	Kanlı eşarp	Kuşkusuz, güçlü İmparatorluk sihiri hala bu iğrenç şeyde kalmaktadır.	Sciarpa Insanguinata	Senza dubbio una potente magia Imperiale risiede ancora in questo oggetto
4009	Laertes' Medallion	An old copper amulet with a swordfish emblem.	Medallón de Laertes	Un viejo amuleto de cobre con un símbolo de pez espada.	Медальон Лаэрта	Старый медный амулет с эмблемой в виде рыбы-меча.	Medalhão de Laertes	Um velho amuleto de bronze com um emblema de peixe-espada.	Laertes' Medaillon	Ein altes Kupferamulett mit dem Emblem eines Schwertfisches.	Medalion Laertesa	Stary miedziany amulet z wizerunkiem miecznika.	Laertův Medailón	Starý měděný amulet s emblémem mečouna.	Laertes Madalyonu	Kılıç amblemi ile eski bir bakır muska.	Medaglione di Laerte	Un vecchio amuleto di rame con l'emblema di un pescespada
4010	Anointed Medallion	Blessed by Thelume's Hand.	Símbolo Ungido	Bendecido por la mano de Thelume	Медальон Помазанника	Благословлено дланью Тэлюма.	Medalhão Ungido	Abençoado pela Mão de Thelume.	Gesalbtes Medaillon	Gesegnet von Thelume höchstpersönlich.	Namaszczony medalion	Pobłogosławiony dłonią Thelume.	Pomazaný Medailón	Požehnán Thelumovou rukou.	Övülmüş Madalyon	Thelume'nin elinden kutsanmış.	Medaglione consacrato	Benedetto dalle mani di Thelume
4011	Ursan Charm	The Bear-men of Korne are surprisingly skilled crafters.	Amuleto Ursan	Los hombres-oso de Korne son unos artesanos formidables.	Чары Урсана	Медведолюди Корна неожиданно умелые мастера.	Encanto Ursan	Os Homens-urso de Korne surpreendem no artesanato.	Ursan-Amulett	Die Bärenmänner von Korne sind überraschend begabte Handwerker.	Ursański amulet	Niedźwiedzioludzie z Korne są zaskakująco zdolnymi rzemieślnikami.	Ursanský Talisman	Medvědí muži z Kornu jsou překvapivě šikovní řemeslníci.	Ursan Cazibesi	Korne ayı adamları şaşırtıcı derecede yetenekli atmacılardır.	Gioiello Ursan	Gli uomini-orso di Krone sono degli artigiani sorprendenti 
4012	Necklace of the Depths	Made of solid sand that keeps swirling as if it was alive.	Amuleto de la Profundidad	Hecho de arena sólida que se sigue moviendo, como si tuviera vida.	Ожерелье Глубин	Сделано из крупного песка, шевелящегося, будто он живой.	Colar das Profundezas	Feita de areia sólida que fica rodopiando como se estivesse viva.	Halskette der Tiefe	Aus festem Sand hergestellt, der herumwirbelt, als wäre er lebendig.	Naszyjnik głębi	Zrobiony z piasku, który wiruje, jakby był żywy.	Náhrdelník Hlubin	Vyrobeno z pevného písku, stále se víří jako by byl živý.	Derinliklerin Kolye	Canlı gibi dönen kumlu bir kumdan yapılmıştır.	Collana degli Abissi	Fatta di sabbia solidificata che continua a scorrere come se fosse viva
4013	Flame Pendant	Somehow flames have solidified into this jewel.	Colgante de Llamas	De algún modo, las llamas se han vuelto sólidas en esta joya.	Огненный кулон	Каким-то образом пламя затвердело внутри этого камня.	Pingente de Chama	De alguma forma chamas se solidificaram nesta jóia.	Anhänger der Flammen	Irgendwie sind Flammen zu diesem Juwel erstarrt.	Wisiorek płomienia	W jakiś dziwny sposób w tym klejnocie uwięziono płomienie.	Plamenný Přívěšek	Plameny nějak zkameněly v tento šperk.	Alev sarkıt	Her nasılsa alevler bu mücevhere sağlamlaştı.	Pendente di Fuoco	In qualche modo le fiamme si sono solidificate in questo gioiello
4500	Tiara of the Heavens	Has a surreal, alien quality about it.	Tiara de los Cielos	tiene algo de irreal, como de otro mundo	Тиара Небес	Какая-то чуждая, не от мира сего, красота.	Tiara dos Céus	É algo surreal, qualidade de outro mundo.	Diadem des Himmels	Trägt eine unwirkliche, fremdartige Natur in sich.	Tiara niebios	Jest w niej coś surrealistycznego i obcego.	Tiára Nebes	Má surrealistické mimozemské vzezření.	Göklerin Tiarı	Bu konuda gerçekçi ve yabancı bir nitelik taşıyor.	Tiara Celeste	Ha un'aria irreale, aliena
5000	Potion of Light Healing	Will heal a total of 30hp. The taste feels worse than the wounds, though.	poción de curación leve	Cura un total de 30hp. Pero el sabor es peor que las heridas...	Зелье малого исцеления	Исцелит на 30 ОЗ. Надо сказать, вкус хуже боли от ран.	Poção Menor de Cura	Cura um total de 30hp. Entretanto, o sabor é pior do que as feridas.	Trank der schwachen Heilung	Heilt insgesamt 30 HP. Der Geschmack ist allerdings schlimmer als die Wunden.	Mała mikstura leczenia	Leczy 30 punktów życia. Jednak smakuje gorzej niż rany.	Lehký Lektvar Zdraví	Vyléčí celkově 30 hp. Myslím, že vypití je horší než bolest z rány.	Işık İyileştirici İksir	Toplam 30 saat iyileşecektir.Tadı yaralarından daha kötü hissediyor.	Pozione di Cura Lieve	Cura un totale di 30 PF. Il gusto è peggio delle ferite, comunque
5001	Potion of Moderate Healing	Will heal a total of 60hp. Tastes like chicken soup.	poción de curación moderada	Cura un total de 60hp. Sabe a caldo de pollo.	Зелье среднего исцеления	Исцелит на 60 ОЗ. На вкус как куриный суп.	Poção Moderada de Cura	Cura um total de 60hp. Sabor de canja de galinha.	Trank der mäßigen Heilung	Heilt insgesamt 60 HP. Schmeckt nach Hühnersuppe.	Średnia mikstura lecznicza.	Uleczy 60 punktów życia. Smakuje jak rosół.	Střední Lektvar Zdraví	Vyléčí celkově 60hp. Chutná jako kuřecí polévka.	İyileştirici İksir Mücadele	Toplam 60 saat iyileşir. Tadı tavuk çorbası gibi.	Pozione di Cura Moderata	Cura un totale di 60 PF. Sa di brodo di pollo
5002	Potion of Lesser Shielding	Will add +6 to armor for 12 seconds.	Poción menor de Escudo	añade +6 a la Armadura durante 12 segundos	Зелье малой защиты	Добавит +6 к броне на 12 секунд.	Poção Menor de Escudo	Adiciona +6 de armadura por 12 segundos.	Trank des geringeren Schutzes	Gewährt +6 Rüstung für 12 Sekunden.	Mniejsza mikstura ochronna	Dodaje +6 do obrony przez 12 sekund.	Nižší Lektvar Obrany	Přidá +6 ke zbroji na 12 sekund.	Koruma İksiri	12 saniye boyunca zırha +6 kat.	pozione dello scudo minore	aggiunge +6 ad armatura per 12 secondi
5003	Potion of Shielding	Will add +10 to armor for 12 seconds.	Poción de Escudo	añade +10 a la Armadura durante 12 segundos	Зелье защиты	Добавит +10 к броне на 12 секунд.	Poção de Escudo	Adiciona +10 de armadura por 12 segundos.	Trank des Schutzes	Gewährt +10 Rüstung für 12 Sekunden.	Mikstura Ochronna	Dodaje +6 do obrony przez 12 sekund.	Lektvar Obrany	Přidá +10 ke zbroji na 12 sekund.	Koruyucu İksir	Zırhına 12 saniye süreyle +10 kat.	Pozione dello scudo	aggiunge +10 ad armatura per 12 secondi
5004	Potion of Ogre Might	Will add +3 to melee attacks for 20 seconds.	Poción de Fuerza de Ogro	añade +3 al daño cuerpo a cuerpo durante 20 segundos	Зелье мощи Огра	Добавит +3 к рукопашной атаке на 20 секунд.	Poção do Poder de Ogro	Adiciona +3 para ataques físicos por 20 segundos.	Trank der Ogerkraft	Gewährt +3 Nahkampfschaden für 20 Sekunden.	Mikstura siły ogra	Przez 20 sekund dodaje +3 do ataku wręcz.	Lektvar Zlobří Síly	Přidá +3 k ručnímu útoku na 20 sekund.	Ogre Mücadelesi Potion	20 saniye için melee saldırılarına +3 eklenir.	Pozione della forza orchesca	Aggiunge +3 al valore d'attacco per 20 secondi
5005	Potion of Giant Strength	Will add +6 to melee attacks for 20 seconds.	Poción de Fuerza de Gigante	añade +6 al daño cuerpo a cuerpo durante 20 segundos	Зелье силы Великана	Добавит +6 к рукопашной атаке на 20 секунд.	Poção da Força Gigante	Adiciona +6 para ataques físicos por 20 segundos.	Trank der Riesenstärke	Gewährt +6 Nahkampfschaden für 20 Sekunden.	Mikstura siły giganta	Przez 20 sekund dodaje +6 do ataku wręcz.	Lektvar Obrovské Síly	Přidá +6 k ručnímu útoku na 20 sekund.	Dev Gücün İksiri	20 saniye boyunca melee saldırılarına +6 kat.	Pozione della forza dei giganti	Aggiunge +6 al valore d'attacco per 20 secondi
5006	Potion of Invisibility	Makes you invisible for 12 seconds.	Poción de Invisibilidad	Te vuelve invisible durante 12 segundos	Зелье невидимости	Сделает вас невидимым на 12 секунд.	Poção da Invisbilidade	Te torna invisível por 12 segundos.	Trank der Unsichtbarkeit	Macht dich für 12 Sekunden unsichtbar.	Mikstura niewidzialności.	Na 12 sekund czyni cię niewidzialnym.	Lektvar Neviditelnosti	Budeš neviditelný po 12 sekund.	Görünmezlik İksiri	12 saniye boyunca görünmez olursun.	Pozione dell'invisibilità	Ti rende invisibile per 12 secondi
5007	Potion of Speed	Makes you run faster for 12 seconds.	Poción de Velocidad	Aumenta tu velocidad durante 30 segundos	Зелье скорости	Ускорит бег на 12 секунд.	Poção da Velocidade	Faz você correr mais rápido por 12 segundos.	Trank der Geschwindigkeit	Lässt dich für 12 Sekunden schneller laufen.	Mikstura szybkości	Przez 12 sekund biegasz szybciej.	Lektvar Rychlosti	Poběžíš rychleji po 12 sekund.	Hız İksiri	12 saniye daha hızlı koşmanızı sağlar.	Pozione della velocità	Ti muovi più velocemente per 12 secondi.
5008	Potion of Resist Fire	Grants a +25 bonus for 1 minute.	Poción de Resistir Fuego	+25 a resistencia durante 1 minuto.	Зелье стойкости к огню	Даёт +25 к сопротивлению на 1 минуту.	Poção de Resistir Fogo	Concede um bônus +25 por 1 minuto.	Trank der Feuerresistenz	Gewährt einen +25 Bonus für 1 Minute.	Mikstura ochrony przed ogniem	Na 1 minutę dodaje +25 do odporności na ogień.	Lektvar Odolnosti k Ohni	Poskytuje bonus +25 po 1 minutu.	Dayanıklı Ateş İksiri	1 dakika boyunca +25 bonus veriyor.	Pozione di resistenza al Fuoco	Fornisce un bonus di +25 per 1 minuto
