item_ID	name	description	name_ES	description_ES	name_RU	desc_RU	name_PT	desc_PT	name_DE	desc_DE	name_PL	desc_PL	name_CZ	desc_CZ	name_TR	desc_TR	name_IT	desc_IT	name_FR	desc_FR
10356	Armor Servant of Light	These armors shine even in the most impenetrable darkness, protecting against the forces of dark evil.	Esmeralda	gema, color verde brillante	Ð‘Ñ€оня слÑƒжиÑ‚еля СвеÑ‚а	ЭÑ‚и доспеÑ…и сияÑŽÑ‚ даже в самой непÑ€оглядной Ñ‚ÑŒме, заÑ‰иÑ‰ая оÑ‚ сил Ñ‚Ñ‘много зла.	Esmeralda	Uma gema, verde brilhante.	Smaragd	Ein leuchtend grüner Edelstein.	Szmaragd	Jasnozielony klejnot.	Smaragd	Drahokam, záÅ™ivÄ› zelený.	Zümrüt	Zümrüt, parlak yeÅŸil.	Smeraldo	Gemma, verde brillante	Armor Servant of Light	These armors shine even in the most impenetrable darkness, protecting against the forces of dark evil.
10357	Wool Scarf	This is what you need to not catch a cold.	Esmeralda	gema, color verde brillante	ШеÑ€сÑ‚яной ШаÑ€Ñ„	То, Ñ‡Ñ‚о нÑƒжно Ñ‡Ñ‚обÑ‹ не пÑ€осÑ‚Ñ‹Ñ‚ÑŒ.	Wool Scarf	This is what you need to not catch a cold.	Wool Scarf	This is what you need to not catch a cold.	Wool Scarf	This is what you need to not catch a cold.	Wool Scarf	This is what you need to not catch a cold.	Wool Scarf	This is what you need to not catch a cold.	Wool Scarf	This is what you need to not catch a cold.	Wool Scarf	This is what you need to not catch a cold.
10358	Shiny Cape	A prestigious and expensive- looking raincoat.	Esmeralda	gema, color verde brillante	Ð‘лесÑ‚яÑ‰ая накидка	ÐŸÑ€есÑ‚ижно и доÑ€ого вÑ‹глядиÑ‰ий плаÑ‰.	Shiny Cape	A prestigious and expensive- looking raincoat.	Shiny Cape	A prestigious and expensive- looking raincoat.	Shiny Cape	A prestigious and expensive- looking raincoat.	Shiny Cape	A prestigious and expensive- looking raincoat.	Shiny Cape	A prestigious and expensive- looking raincoat.	Shiny Cape	A prestigious and expensive- looking raincoat.	Shiny Cape	A prestigious and expensive- looking raincoat.
10359	Blue Seaweed	An unpleasant-looking plant.	Esmeralda	gema, color verde brillante	Ð“олÑƒбÑ‹е водоÑ€осли	НепÑ€ияÑ‚ное на вид Ñ€асÑ‚ение.	Blue Seaweed	An unpleasant-looking plant.	Blue Seaweed	An unpleasant-looking plant.	Blue Seaweed	An unpleasant-looking plant.	Blue Seaweed	An unpleasant-looking plant.	Blue Seaweed	An unpleasant-looking plant.	Blue Seaweed	An unpleasant-looking plant.	Blue Seaweed	An unpleasant-looking plant.
10360	Unshakable Pride	The mere sight of this blade will put the enemies to flight.	Esmeralda	gema, color verde brillante	Непоколебимая Ð“оÑ€досÑ‚ÑŒ	Ðžдин лиÑˆÑŒ вид эÑ‚ого клинка обÑ€аÑ‚иÑ‚ вÑ€агов в бегсÑ‚во.	Unshakable Pride	The mere sight of this blade will put the enemies to flight.	Unshakable Pride	The mere sight of this blade will put the enemies to flight.	Unshakable Pride	The mere sight of this blade will put the enemies to flight.	Unshakable Pride	The mere sight of this blade will put the enemies to flight.	Unshakable Pride	The mere sight of this blade will put the enemies to flight.	Unshakable Pride	The mere sight of this blade will put the enemies to flight.	Unshakable Pride	The mere sight of this blade will put the enemies to flight.
10361	Satisfier	The shells of this bow will convey your love to anyone.	Esmeralda	gema, color verde brillante	УдовлеÑ‚воÑ€иÑ‚елÑŒ	СнаÑ€ядÑ‹ эÑ‚ого лÑƒка донесÑƒÑ‚ ваÑˆÑƒ лÑŽбовÑŒ комÑƒ Ñƒгодно.	Satisfier	The shells of this bow will convey your love to anyone.	Satisfier	The shells of this bow will convey your love to anyone.	Satisfier	The shells of this bow will convey your love to anyone.	Satisfier	The shells of this bow will convey your love to anyone.	Satisfier	The shells of this bow will convey your love to anyone.	Satisfier	The shells of this bow will convey your love to anyone.	Satisfier	The shells of this bow will convey your love to anyone.
10362	Dragon's Blood	Coat your blade in this, for +9 toxic damage, -40hp (20 seconds).	Esmeralda	gema, color verde brillante	Ð”Ñ€аконÑŒя кÑ€овÑŒ	Ð›езвие, смоÑ‡енное эÑ‚им, полÑƒÑ‡аеÑ‚ +9 к ÑƒÑ€онÑƒ ядом, -40ÐžÐ—. (20 секÑƒнд).	Dragon's Blood	Coat your blade in this, for +9 toxic damage, -40hp (20 seconds).	Dragon's Blood	Coat your blade in this, for +9 toxic damage, -40hp (20 seconds).	Dragon's Blood	Coat your blade in this, for +9 toxic damage, -40hp (20 seconds).	Dragon's Blood	Coat your blade in this, for +9 toxic damage, -40hp (20 seconds).	Dragon's Blood	Coat your blade in this, for +9 toxic damage, -40hp (20 seconds).	Dragon's Blood	Coat your blade in this, for +9 toxic damage, -40hp (20 seconds).	Dragon's Blood	Coat your blade in this, for +9 toxic damage, -40hp (20 seconds).
10363	Perfect Potion of Resist Toxic	Grants a +45 bonus for 2 minute, -40hp.	Esmeralda	gema, color verde brillante	ÐŸÑ€евосÑ…одное зелÑŒе сÑ‚ойкосÑ‚и к Ñ‚оксинам	Ð”аÑ‘Ñ‚ +45 к сопÑ€оÑ‚ивлениÑŽ на 2 минÑƒÑ‚Ñƒ, -40ÐžÐ—.	Perfect Poção of Resist Toxic	Grants a +45 bonus for 2 minute, -40hp.	Perfect Potion of Resist Toxic	Grants a +45 bonus for 2 minute, -40hp.	Perfect Potion of Resist Toxic	Grants a +45 bonus for 2 minute, -40hp.	Perfect Potion of Resist Toxic	Grants a +45 bonus for 2 minute, -40hp.	Perfect Potion of Resist Toxic	Grants a +45 bonus for 2 minute, -40hp.	Perfect Potion of Resist Toxic	Grants a +45 bonus for 2 minute, -40hp.	Perfect Potion of Resist Toxic	Grants a +45 bonus for 2 minute, -40hp.
10364	Amulet of Reliability	The charms of this amulet will make you stronger and tighter.	Esmeralda	gema, color verde brillante	АмÑƒлеÑ‚ НадÑ‘жносÑ‚и	ЧаÑ€Ñ‹ эÑ‚ого амÑƒлеÑ‚а сделаÑŽÑ‚ вас силÑŒнее и кÑ€епÑ‡е.	Amuleto of Reliability	The charms of this amulet will make you stronger and tighter.	Amulet of Reliability	The charms of this amulet will make you stronger and tighter.	Amulet of Reliability	The charms of this amulet will make you stronger and tighter.	Amulet of Reliability	The charms of this amulet will make you stronger and tighter.	Amulet of Reliability	The charms of this amulet will make you stronger and tighter.	Amulet of Reliability	The charms of this amulet will make you stronger and tighter.	Amulet of Reliability	The charms of this amulet will make you stronger and tighter.
10365	Some clothes	Wear what they give you!	Esmeralda	gema, color verde brillante	Ðšакая-Ñ‚а одежда	Надевай Ñ‡Ñ‚о даÑŽÑ‚!	Some clothes	Wear what they give you!	Some clothes	Wear what they give you!	Some clothes	Wear what they give you!	Some clothes	Wear what they give you!	Some clothes	Wear what they give you!	Some clothes	Wear what they give you!	Some clothes	Wear what they give you!
10366	Some clothes	Wear what they give you!	Esmeralda	gema, color verde brillante	Ðšакая-Ñ‚а одежда	Надевай Ñ‡Ñ‚о даÑŽÑ‚!	Some clothes	Wear what they give you!	Some clothes	Wear what they give you!	Some clothes	Wear what they give you!	Some clothes	Wear what they give you!	Some clothes	Wear what they give you!	Some clothes	Wear what they give you!	Some clothes	Wear what they give you!
10367	DRINK ME!	...	Esmeralda	gema, color verde brillante	Ð’ЫÐŸÐ•Ð™ ÐœÐ•НЯ!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...
10368	DRINK ME!	...	Esmeralda	gema, color verde brillante	Ð’ЫÐŸÐ•Ð™ ÐœÐ•НЯ!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...
10369	DRINK ME!	...	Esmeralda	gema, color verde brillante	Ð’ЫÐŸÐ•Ð™ ÐœÐ•НЯ!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...
10370	DRINK ME!	...	Esmeralda	gema, color verde brillante	Ð’ЫÐŸÐ•Ð™ ÐœÐ•НЯ!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...
10371	DRINK ME!	...	Esmeralda	gema, color verde brillante	Ð’ЫÐŸÐ•Ð™ ÐœÐ•НЯ!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...
10372	DRINK ME!	...	Esmeralda	gema, color verde brillante	Ð’ЫÐŸÐ•Ð™ ÐœÐ•НЯ!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...
10373	DRINK ME!	...	Esmeralda	gema, color verde brillante	Ð’ЫÐŸÐ•Ð™ ÐœÐ•НЯ!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...
10374	DRINK ME!	...	Esmeralda	gema, color verde brillante	Ð’ЫÐŸÐ•Ð™ ÐœÐ•НЯ!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...
10375	DRINK ME!	...	Esmeralda	gema, color verde brillante	Ð’ЫÐŸÐ•Ð™ ÐœÐ•НЯ!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...
10376	DRINK ME!	...	Esmeralda	gema, color verde brillante	Ð’ЫÐŸÐ•Ð™ ÐœÐ•НЯ!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...
10377	DRINK ME!	...	Esmeralda	gema, color verde brillante	Ð’ЫÐŸÐ•Ð™ ÐœÐ•НЯ!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...
10378	DRINK ME!	...	Esmeralda	gema, color verde brillante	Ð’ЫÐŸÐ•Ð™ ÐœÐ•НЯ!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...
10379	DRINK ME!	...	Esmeralda	gema, color verde brillante	Ð’ЫÐŸÐ•Ð™ ÐœÐ•НЯ!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...
10380	DRINK ME!	...	Esmeralda	gema, color verde brillante	Ð’ЫÐŸÐ•Ð™ ÐœÐ•НЯ!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...
10381	DRINK ME!	...	Esmeralda	gema, color verde brillante	Ð’ЫÐŸÐ•Ð™ ÐœÐ•НЯ!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...	DRINK ME!	...
10382	EAT ME!	...	Esmeralda	gema, color verde brillante	СЪÐ•ШЬ ÐœÐ•НЯ!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...
10383	EAT ME!	...	Esmeralda	gema, color verde brillante	СЪÐ•ШЬ ÐœÐ•НЯ!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...
10384	EAT ME!	...	Esmeralda	gema, color verde brillante	СЪÐ•ШЬ ÐœÐ•НЯ!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...
10385	EAT ME!	...	Esmeralda	gema, color verde brillante	СЪÐ•ШЬ ÐœÐ•НЯ!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...
10386	EAT ME!	...	Esmeralda	gema, color verde brillante	СЪÐ•ШЬ ÐœÐ•НЯ!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...
10387	EAT ME!	...	Esmeralda	gema, color verde brillante	СЪÐ•ШЬ ÐœÐ•НЯ!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...
10388	EAT ME!	...	Esmeralda	gema, color verde brillante	СЪÐ•ШЬ ÐœÐ•НЯ!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...
10389	EAT ME!	...	Esmeralda	gema, color verde brillante	СЪÐ•ШЬ ÐœÐ•НЯ!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...
10390	EAT ME!	...	Esmeralda	gema, color verde brillante	СЪÐ•ШЬ ÐœÐ•НЯ!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...
10391	EAT ME!	...	Esmeralda	gema, color verde brillante	СЪÐ•ШЬ ÐœÐ•НЯ!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...
10392	EAT ME!	...	Esmeralda	gema, color verde brillante	СЪÐ•ШЬ ÐœÐ•НЯ!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...
10393	EAT ME!	...	Esmeralda	gema, color verde brillante	СЪÐ•ШЬ ÐœÐ•НЯ!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...
10394	EAT ME!	...	Esmeralda	gema, color verde brillante	СЪÐ•ШЬ ÐœÐ•НЯ!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...
10395	EAT ME!	...	Esmeralda	gema, color verde brillante	СЪÐ•ШЬ ÐœÐ•НЯ!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...
10396	EAT ME!	...	Esmeralda	gema, color verde brillante	СЪÐ•ШЬ ÐœÐ•НЯ!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...	EAT ME!	...
10397	Mournful Song of Blizzard	A powerful weapon of an unknown warrior-magician who fell in the unexplored mountains.	Esmeralda	gema, color verde brillante	СкоÑ€бная ÐŸеснÑŒ ÐœеÑ‚ели	ÐœогÑƒÑ‰есÑ‚венное оÑ€Ñƒжие неизвесÑ‚ного воина-мага, павÑˆего в неизведанÑ‹Ñ… гоÑ€аÑ….	Mournful Song of Blizzard	A powerful weapon of an unknown warrior-magician who fell in the unexplored mountains.	Mournful Song of Blizzard	A powerful weapon of an unknown warrior-magician who fell in the unexplored mountains.	Mournful Song of Blizzard	A powerful weapon of an unknown warrior-magician who fell in the unexplored mountains.	Mournful Song of Blizzard	A powerful weapon of an unknown warrior-magician who fell in the unexplored mountains.	Mournful Song of Blizzard	A powerful weapon of an unknown warrior-magician who fell in the unexplored mountains.	Mournful Song of Blizzard	A powerful weapon of an unknown warrior-magician who fell in the unexplored mountains.	Mournful Song of Blizzard	A powerful weapon of an unknown warrior-magician who fell in the unexplored mountains.
10398	Eggcutter	An enchanted knife with a short blade, your enemies will be very unlucky if you get close enough to them.	Esmeralda	gema, color verde brillante	ЯйÑ†еÑ€ез	Ð—аÑ‡аÑ€ованнÑ‹й нож с коÑ€оÑ‚ким лезвием, ваÑˆим вÑ€агам оÑ‡енÑŒ не повезÑ‘Ñ‚, если вÑ‹ досÑ‚аÑ‚оÑ‡но близко пÑ€иблизиÑ‚есÑŒ к ним.	Eggcutter	An enchanted knife with a short blade, your enemies will be very unlucky if you get close enough to them.	Eggcutter	An enchanted knife with a short blade, your enemies will be very unlucky if you get close enough to them.	Eggcutter	An enchanted knife with a short blade, your enemies will be very unlucky if you get close enough to them.	Eggcutter	An enchanted knife with a short blade, your enemies will be very unlucky if you get close enough to them.	Eggcutter	An enchanted knife with a short blade, your enemies will be very unlucky if you get close enough to them.	Eggcutter	An enchanted knife with a short blade, your enemies will be very unlucky if you get close enough to them.	Eggcutter	An enchanted knife with a short blade, your enemies will be very unlucky if you get close enough to them.
10399	Head of giant bear	This beast was monstrously huge!	Esmeralda	gema, color verde brillante	Ð“олова гиганского медведя	ЭÑ‚а звеÑ€ÑŽга бÑ‹ла Ñ‡ÑƒдовиÑ‰но огÑ€омной!	Head of giant bear	This beast was monstrously huge!	Head of giant bear	This beast was monstrously huge!	Head of giant bear	This beast was monstrously huge!	Head of giant bear	This beast was monstrously huge!	Head of giant bear	This beast was monstrously huge!	Head of giant bear	This beast was monstrously huge!	Head of giant bear	This beast was monstrously huge!
10400	Troll Scrotum	They are huge and smelly, just like their former owner. You can wear it around your neck. People will think you're a jerk, but who cares if you're filled with troll power!	Esmeralda	gema, color verde brillante	ÐœоÑˆонка Ñ‚Ñ€олля	ÐžгÑ€омнÑ‹ и вонÑŽÑ‡и, как и иÑ… бÑ‹вÑˆий Ñ…озяин. Ðœожно надеÑ‚ÑŒ на ÑˆеÑŽ. ÐžкÑ€ÑƒжаÑŽÑ‰ие подÑƒмаÑŽÑ‚, Ñ‡Ñ‚о вÑ‹ пÑ€идÑƒÑ€ок, но какая Ñ€азниÑ†а, если вас наполняеÑ‚ сила Ñ‚Ñ€олля!	Troll Scrotum	They are huge and smelly, just like their former owner. You can wear it around your neck. People will think you're a jerk, but who cares if you're filled with troll power!	Troll Scrotum	They are huge and smelly, just like their former owner. You can wear it around your neck. People will think you're a jerk, but who cares if you're filled with troll power!	Troll Scrotum	They are huge and smelly, just like their former owner. You can wear it around your neck. People will think you're a jerk, but who cares if you're filled with troll power!	Troll Scrotum	They are huge and smelly, just like their former owner. You can wear it around your neck. People will think you're a jerk, but who cares if you're filled with troll power!	Troll Scrotum	They are huge and smelly, just like their former owner. You can wear it around your neck. People will think you're a jerk, but who cares if you're filled with troll power!	Troll Scrotum	They are huge and smelly, just like their former owner. You can wear it around your neck. People will think you're a jerk, but who cares if you're filled with troll power!	Troll Scrotum	They are huge and smelly, just like their former owner. You can wear it around your neck. People will think you're a jerk, but who cares if you're filled with troll power!
10401	Magic Eggs	Eggs of an unknown creature endowed with magical power.	Esmeralda	gema, color verde brillante	ÐœагиÑ‡еские яйÑ†а	ЯйÑ†а неизвесÑ‚ного сÑƒÑ‰есÑ‚ва, наделÑ‘ннÑ‹е магиÑ‡еской силой.	Mágico Eggs	Eggs of an unknown creature endowed with magical power.	Magic Eggs	Eggs of an unknown creature endowed with magical power.	Magic Eggs	Eggs of an unknown creature endowed with magical power.	Magic Eggs	Eggs of an unknown creature endowed with magical power.	Magic Eggs	Eggs of an unknown creature endowed with magical power.	Magic Eggs	Eggs of an unknown creature endowed with magical power.	Magic Eggs	Eggs of an unknown creature endowed with magical power.
10402	Collar of Submission	This jewelry is endowed with dark, perverted magic, thanks to it you can take control of any person if you are strong enough, dexterous or smart enough to put it on your victim.	Esmeralda	gema, color verde brillante	ÐžÑˆейник подÑ‡инения	ЭÑ‚о ÑƒкÑ€аÑˆение наделенно извÑ€аÑ‰енной магией, благодаÑ€я ей вÑ‹ можеÑ‚е взяÑ‚ÑŒ под конÑ‚Ñ€олÑŒ Ñ‡еловека, если досÑ‚аÑ‚оÑ‡но силÑŒнÑ‹, ловки или ÑƒмнÑ‹, Ñ‡Ñ‚обÑ‹ надеÑ‚ÑŒ его на своÑŽ жеÑ€Ñ‚вÑƒ.	Collar of Submission	This jewelry is endowed with dark, perverted magic, thanks to it you can take control of any person if you are strong enough, dexterous or smart enough to put it on your victim.	Collar of Submission	This jewelry is endowed with dark, perverted magic, thanks to it you can take control of any person if you are strong enough, dexterous or smart enough to put it on your victim.	Collar of Submission	This jewelry is endowed with dark, perverted magic, thanks to it you can take control of any person if you are strong enough, dexterous or smart enough to put it on your victim.	Collar of Submission	This jewelry is endowed with dark, perverted magic, thanks to it you can take control of any person if you are strong enough, dexterous or smart enough to put it on your victim.	Collar of Submission	This jewelry is endowed with dark, perverted magic, thanks to it you can take control of any person if you are strong enough, dexterous or smart enough to put it on your victim.	Collar of Submission	This jewelry is endowed with dark, perverted magic, thanks to it you can take control of any person if you are strong enough, dexterous or smart enough to put it on your victim.	Collar of Submission	This jewelry is endowed with dark, perverted magic, thanks to it you can take control of any person if you are strong enough, dexterous or smart enough to put it on your victim.
10403	Priest keys	Keys to the priest's house.	Esmeralda	gema, color verde brillante	ÐšлÑŽÑ‡и свяÑ‰енника	ÐšлÑŽÑ‡и оÑ‚ дома свяÑ‰енника.	Priest keys	Keys to the priest's house.	Priest keys	Keys to the priest's house.	Priest keys	Keys to the priest's house.	Priest keys	Keys to the priest's house.	Priest keys	Keys to the priest's house.	Priest keys	Keys to the priest's house.	Priest keys	Keys to the priest's house.
10404	Magic Key	The magic key to remove the magic barrier.	Esmeralda	gema, color verde brillante	ÐœагиÑ‡еский клÑŽÑ‡	ÐœагиÑ‡еский клÑŽÑ‡ для сняÑ‚ия магиÑ‡еского баÑ€ÑŒеÑ€а.	Mágico Chave	The magic key to remove the magic barrier.	Magic Key	The magic key to remove the magic barrier.	Magic Key	The magic key to remove the magic barrier.	Magic Key	The magic key to remove the magic barrier.	Magic Key	The magic key to remove the magic barrier.	Magic Key	The magic key to remove the magic barrier.	Magic Key	The magic key to remove the magic barrier.
10405	Relic of family Whitetoad	An ancient relic passed down from generation to generation, endowed with magical power.	Esmeralda	gema, color verde brillante	Реликвия Ñ€ода УайÑ‚одов	Ð”Ñ€евняя Ñ€еликвия пеÑ€едаÑŽÑ‰аяся из поколения в поколение, наделÑ‘нная магиÑ‡еской силой.	Relic of family Whitetoad	An ancient relic passed down from generation to generation, endowed with magical power.	Relic of family Whitetoad	An ancient relic passed down from generation to generation, endowed with magical power.	Relic of family Whitetoad	An ancient relic passed down from generation to generation, endowed with magical power.	Relic of family Whitetoad	An ancient relic passed down from generation to generation, endowed with magical power.	Relic of family Whitetoad	An ancient relic passed down from generation to generation, endowed with magical power.	Relic of family Whitetoad	An ancient relic passed down from generation to generation, endowed with magical power.	Relic of family Whitetoad	An ancient relic passed down from generation to generation, endowed with magical power.
10406	Sack of jewelry	A heavy sack of stolen jewelry.	Esmeralda	gema, color verde brillante	ÐœеÑˆок с дÑ€агоÑ†енносÑ‚ями	ТяжÑ‘лÑ‹й меÑˆок с ÑƒкÑ€аденнÑ‹ми дÑ€агоÑ†енносÑ‚ями.	Sack of jewelry	A heavy sack of stolen jewelry.	Sack of jewelry	A heavy sack of stolen jewelry.	Sack of jewelry	A heavy sack of stolen jewelry.	Sack of jewelry	A heavy sack of stolen jewelry.	Sack of jewelry	A heavy sack of stolen jewelry.	Sack of jewelry	A heavy sack of stolen jewelry.	Sack of jewelry	A heavy sack of stolen jewelry.
10407	Tiara of the Seer	A rather ancient enchanted thing.	Esmeralda	gema, color verde brillante	ТиаÑ€а ÐŸÑ€овидÑ†а	Ð”оволÑŒно дÑ€евняя заÑ‡аÑ€ованная веÑ‰ÑŒ.	Tiara of the Seer	A rather ancient enchanted thing.	Tiara of the Seer	A rather ancient enchanted thing.	Tiara of the Seer	A rather ancient enchanted thing.	Tiara of the Seer	A rather ancient enchanted thing.	Tiara of the Seer	A rather ancient enchanted thing.	Tiara of the Seer	A rather ancient enchanted thing.	Tiara of the Seer	A rather ancient enchanted thing.
10408	Yellow stone	The stone-key from the Temple of Knowledge, which was given to you by Magister Mundrick.	Esmeralda	gema, color verde brillante	Ð–Ñ‘лÑ‚Ñ‹й каменÑŒ	ÐšаменÑŒ-клÑŽÑ‡ из ХÑ€ама знаний, коÑ‚оÑ€Ñ‹й вам оÑ‚дал магисÑ‚Ñ€ ÐœÑƒндÑ€ик.	Yellow stone	The stone-key from the Temple of Knowledge, which was given to you by Magister Mundrick.	Yellow stone	The stone-key from the Temple of Knowledge, which was given to you by Magister Mundrick.	Yellow stone	The stone-key from the Temple of Knowledge, which was given to you by Magister Mundrick.	Yellow stone	The stone-key from the Temple of Knowledge, which was given to you by Magister Mundrick.	Yellow stone	The stone-key from the Temple of Knowledge, which was given to you by Magister Mundrick.	Yellow stone	The stone-key from the Temple of Knowledge, which was given to you by Magister Mundrick.	Yellow stone	The stone-key from the Temple of Knowledge, which was given to you by Magister Mundrick.
10409	Violet stone	The stone-key that you found in the Temple of Knowledge.	Esmeralda	gema, color verde brillante	ФиолеÑ‚овÑ‹й каменÑŒ	ÐšаменÑŒ-клÑŽÑ‡, коÑ‚оÑ€Ñ‹й вÑ‹ наÑˆли в ХÑ€аме знаний.	Violet stone	The stone-key that you found in the Temple of Knowledge.	Violet stone	The stone-key that you found in the Temple of Knowledge.	Violet stone	The stone-key that you found in the Temple of Knowledge.	Violet stone	The stone-key that you found in the Temple of Knowledge.	Violet stone	The stone-key that you found in the Temple of Knowledge.	Violet stone	The stone-key that you found in the Temple of Knowledge.	Violet stone	The stone-key that you found in the Temple of Knowledge.
10410	Green stone	The stone-key that you found in the Temple of Knowledge.	Esmeralda	gema, color verde brillante	Ð—елÑ‘нÑ‹й каменÑŒ	ÐšаменÑŒ-клÑŽÑ‡, коÑ‚оÑ€Ñ‹й вÑ‹ наÑˆли в ХÑ€аме знаний.	Green stone	The stone-key that you found in the Temple of Knowledge.	Green stone	The stone-key that you found in the Temple of Knowledge.	Green stone	The stone-key that you found in the Temple of Knowledge.	Green stone	The stone-key that you found in the Temple of Knowledge.	Green stone	The stone-key that you found in the Temple of Knowledge.	Green stone	The stone-key that you found in the Temple of Knowledge.	Green stone	The stone-key that you found in the Temple of Knowledge.
10411	Blue stone	The stone-key that you found in the Temple of Knowledge.	Esmeralda	gema, color verde brillante	Ð“олÑƒбой каменÑŒ	ÐšаменÑŒ-клÑŽÑ‡, коÑ‚оÑ€Ñ‹й вÑ‹ наÑˆли в ХÑ€аме знаний.	Blue stone	The stone-key that you found in the Temple of Knowledge.	Blue stone	The stone-key that you found in the Temple of Knowledge.	Blue stone	The stone-key that you found in the Temple of Knowledge.	Blue stone	The stone-key that you found in the Temple of Knowledge.	Blue stone	The stone-key that you found in the Temple of Knowledge.	Blue stone	The stone-key that you found in the Temple of Knowledge.	Blue stone	The stone-key that you found in the Temple of Knowledge.
